Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category,Meters_To_Remove,Estimated_Bookings_To_Move,Overbooking_Severity
Klaipeda,Rostock,2024-04-22,06:00,SHIP_03,161,92,53,8,7,1,2165.4,1205.0,186,116,2100,230,0.3291925465838509,0.5738095238095238,1.0311428571428571,True,65.40000000000009,895.0,Overbooked,65.40000000000009,5,Low
Klaipeda,Rostock,2025-08-19,22:00,SHIP_02,147,86,43,4,9,5,2065.4,1193.4,165,111,2000,220,0.2925170068027211,0.5967,1.0327,True,65.40000000000009,806.5999999999999,Overbooked,65.40000000000009,5,Low
Trelleborg,Travemünde,2024-09-22,14:00,SHIP_03,152,89,43,5,13,2,2165.4,1264.1,178,120,2100,230,0.2828947368421052,0.6019523809523809,1.0311428571428571,True,65.40000000000009,835.9000000000001,Overbooked,65.40000000000009,5,Low
Rostock,Trelleborg,2025-07-26,22:00,SHIP_01,132,77,39,6,5,5,1865.3,1048.8,157,95,1800,180,0.2954545454545454,0.5826666666666667,1.036277777777778,True,65.29999999999995,751.2,Overbooked,65.29999999999995,5,Low
Rostock,Klaipeda,2025-01-18,22:00,SHIP_02,146,83,40,10,9,4,2064.8,1121.6,167,106,2000,220,0.273972602739726,0.5608,1.0324,True,64.80000000000018,878.4000000000001,Overbooked,64.80000000000018,5,Low
Klaipeda,Travemünde,2024-08-22,08:00,SHIP_04,158,100,42,3,8,5,2264.7,1390.0,175,120,2200,250,0.2658227848101265,0.6318181818181818,1.0294090909090907,True,64.69999999999982,810.0,Overbooked,64.69999999999982,5,Low
Rostock,Trelleborg,2024-03-06,18:00,SHIP_03,157,92,46,5,10,4,2164.4,1216.1,174,111,2100,230,0.2929936305732484,0.5790952380952381,1.0306666666666666,True,64.40000000000009,883.9000000000001,Overbooked,64.40000000000009,5,Low
Rostock,Klaipeda,2024-03-22,08:00,SHIP_04,161,97,42,6,10,6,2264.2,1351.8,186,123,2200,250,0.2608695652173913,0.6144545454545455,1.0291818181818182,True,64.19999999999982,848.2,Overbooked,64.19999999999982,5,Low
Travemünde,Klaipeda,2025-07-15,14:00,SHIP_03,157,99,38,9,8,3,2163.9,1308.2,186,126,2100,230,0.2420382165605095,0.6229523809523809,1.0304285714285717,True,63.90000000000009,791.8,Overbooked,63.90000000000009,5,Low
Swinoujscie,Trelleborg,2025-06-01,06:00,SHIP_01,133,75,36,6,12,4,1863.7,1000.6,154,102,1800,180,0.2706766917293233,0.5558888888888889,1.035388888888889,True,63.700000000000045,799.4,Overbooked,63.700000000000045,5,Low
Travemünde,Klaipeda,2024-11-22,14:00,SHIP_04,162,102,35,8,13,4,2263.7,1374.6,188,131,2200,250,0.2160493827160493,0.6248181818181818,1.0289545454545457,True,63.69999999999982,825.4000000000001,Overbooked,63.69999999999982,5,Low
Swinoujscie,Trelleborg,2024-10-16,10:00,SHIP_03,159,105,32,8,11,3,2163.6,1400.8,185,136,2100,230,0.2012578616352201,0.667047619047619,1.0302857142857142,True,63.59999999999991,699.2,Overbooked,63.59999999999991,5,Low
Klaipeda,Travemünde,2025-05-21,08:00,SHIP_01,131,78,37,0,10,6,1863.5,1099.8,151,103,1800,180,0.2824427480916031,0.611,1.0352777777777775,True,63.5,700.2,Overbooked,63.5,5,Low
Klaipeda,Rostock,2025-01-03,06:00,SHIP_01,136,74,39,6,13,4,1863.4,971.4,160,104,1800,180,0.2867647058823529,0.5396666666666666,1.0352222222222225,True,63.40000000000009,828.6,Overbooked,63.40000000000009,5,Low
Swinoujscie,Trelleborg,2024-04-27,06:00,SHIP_05,173,114,34,9,11,5,2463.2,1572.3,201,148,2400,280,0.1965317919075144,0.655125,1.026333333333333,True,63.19999999999982,827.7,Overbooked,63.19999999999982,5,Low
Swinoujscie,Trelleborg,2024-03-26,08:00,SHIP_01,132,85,35,5,3,4,1863.1,1169.1,149,100,1800,180,0.2651515151515151,0.6495,1.0350555555555554,True,63.09999999999991,630.9000000000001,Overbooked,63.09999999999991,5,Low
Klaipeda,Travemünde,2024-05-11,18:00,SHIP_01,135,76,36,8,12,3,1862.9,1018.0,153,101,1800,180,0.2666666666666666,0.5655555555555556,1.0349444444444444,True,62.90000000000009,782.0,Overbooked,62.90000000000009,4,Low
Rostock,Klaipeda,2025-09-28,08:00,SHIP_05,174,98,47,7,13,9,2462.6,1353.2,210,133,2400,280,0.2701149425287356,0.5638333333333333,1.0260833333333332,True,62.59999999999991,1046.8,Overbooked,62.59999999999991,4,Low
Trelleborg,Swinoujscie,2025-09-24,08:00,SHIP_01,131,75,37,5,7,7,1862.5,1047.6,150,93,1800,180,0.2824427480916031,0.582,1.0347222222222223,True,62.5,752.4000000000001,Overbooked,62.5,4,Low
Swinoujscie,Trelleborg,2024-03-17,22:00,SHIP_01,130,82,32,5,7,4,1862.1,1113.2,152,105,1800,180,0.2461538461538461,0.6184444444444445,1.0345,True,62.09999999999991,686.8,Overbooked,62.09999999999991,4,Low
Trelleborg,Travemünde,2025-03-03,08:00,SHIP_03,153,97,40,3,9,4,2162.0,1344.4,171,117,2100,230,0.261437908496732,0.6401904761904762,1.0295238095238095,True,62.0,755.5999999999999,Overbooked,62.0,4,Low
Rostock,Klaipeda,2025-03-25,14:00,SHIP_05,168,102,47,7,7,5,2461.9,1504.1,198,131,2400,280,0.2797619047619047,0.6267083333333333,1.0257916666666669,True,61.90000000000009,895.9000000000001,Overbooked,61.90000000000009,4,Low
Travemünde,Trelleborg,2024-02-11,10:00,SHIP_02,145,89,40,9,6,1,2061.6,1240.2,170,112,2000,220,0.2758620689655172,0.6201,1.0308,True,61.59999999999991,759.8,Overbooked,61.59999999999991,4,Low
Rostock,Trelleborg,2025-01-03,22:00,SHIP_03,149,94,42,3,8,2,2161.3,1321.5,166,115,2100,230,0.2818791946308724,0.6292857142857143,1.0291904761904762,True,61.30000000000018,778.5,Overbooked,61.30000000000018,4,Low
Travemünde,Klaipeda,2025-12-04,22:00,SHIP_04,165,109,33,9,11,3,2261.2,1445.6,199,142,2200,250,0.2,0.6570909090909091,1.0278181818181815,True,61.19999999999982,754.4000000000001,Overbooked,61.19999999999982,4,Low
Trelleborg,Rostock,2025-03-10,22:00,SHIP_05,179,108,44,10,9,8,2461.0,1469.9,205,133,2400,280,0.2458100558659217,0.6124583333333333,1.0254166666666666,True,61.0,930.1,Overbooked,61.0,4,Low
Klaipeda,Rostock,2024-05-18,08:00,SHIP_03,156,93,42,6,11,4,2160.7,1323.5,180,120,2100,230,0.2692307692307692,0.6302380952380953,1.0289047619047618,True,60.69999999999982,776.5,Overbooked,60.69999999999982,4,Low
Trelleborg,Swinoujscie,2024-05-11,14:00,SHIP_01,133,79,36,7,9,2,1860.5,1090.4,146,95,1800,180,0.2706766917293233,0.6057777777777779,1.033611111111111,True,60.5,709.5999999999999,Overbooked,60.5,4,Low
Klaipeda,Rostock,2025-12-15,10:00,SHIP_03,146,79,47,4,14,2,2159.8,1135.8,167,103,2100,230,0.3219178082191781,0.5408571428571428,1.0284761904761903,True,59.80000000000018,964.2,Overbooked,59.80000000000018,4,Low
Swinoujscie,Trelleborg,2024-05-15,06:00,SHIP_01,135,74,46,3,6,6,1859.6,994.8,163,98,1800,180,0.3407407407407407,0.5526666666666666,1.033111111111111,True,59.600000000000136,805.2,Overbooked,59.600000000000136,4,Low
Rostock,Trelleborg,2025-04-11,14:00,SHIP_04,172,111,35,4,12,10,2259.6,1443.4,194,139,2200,250,0.2034883720930232,0.6560909090909092,1.027090909090909,True,59.59999999999991,756.5999999999999,Overbooked,59.59999999999991,4,Low
Travemünde,Klaipeda,2024-02-23,14:00,SHIP_01,129,82,30,7,6,4,1859.5,1173.7,146,94,1800,180,0.2325581395348837,0.6520555555555556,1.0330555555555556,True,59.5,626.3,Overbooked,59.5,4,Low
Swinoujscie,Trelleborg,2024-07-10,06:00,SHIP_01,137,94,25,1,12,5,1859.4,1249.9,154,121,1800,180,0.1824817518248175,0.6943888888888889,1.033,True,59.40000000000009,550.0999999999999,Overbooked,59.40000000000009,4,Low
Trelleborg,Rostock,2024-07-18,10:00,SHIP_02,143,90,40,6,5,2,2059.0,1261.1,157,104,2000,220,0.2797202797202797,0.6305499999999999,1.0295,True,59.0,738.9000000000001,Overbooked,59.0,4,Low
Trelleborg,Travemünde,2024-07-08,22:00,SHIP_02,140,85,35,7,7,6,2058.4,1214.4,157,103,2000,220,0.25,0.6072000000000001,1.0292,True,58.40000000000009,785.5999999999999,Overbooked,58.40000000000009,4,Low
Klaipeda,Rostock,2025-08-16,10:00,SHIP_05,182,102,58,2,13,7,2458.2,1331.1,206,130,2400,280,0.3186813186813186,0.5546249999999999,1.02425,True,58.19999999999982,1068.9,Overbooked,58.19999999999982,4,Low
Trelleborg,Travemünde,2024-09-05,10:00,SHIP_03,154,90,44,6,10,4,2158.1,1246.6,171,113,2100,230,0.2857142857142857,0.5936190476190476,1.0276666666666667,True,58.09999999999991,853.4000000000001,Overbooked,58.09999999999991,4,Low
Trelleborg,Rostock,2025-05-23,14:00,SHIP_04,167,98,49,1,10,9,2257.9,1265.4,194,119,2200,250,0.2934131736526946,0.5751818181818182,1.026318181818182,True,57.90000000000009,934.6,Overbooked,57.90000000000009,4,Low
Trelleborg,Rostock,2024-07-29,22:00,SHIP_02,147,94,40,2,8,3,2057.4,1293.6,173,122,2000,220,0.272108843537415,0.6467999999999999,1.0287,True,57.40000000000009,706.4000000000001,Overbooked,57.40000000000009,4,Low
Trelleborg,Rostock,2025-12-30,14:00,SHIP_04,164,94,42,6,14,8,2257.3,1282.4,188,126,2200,250,0.2560975609756097,0.5829090909090909,1.0260454545454547,True,57.30000000000018,917.6,Overbooked,57.30000000000018,4,Low
Rostock,Trelleborg,2024-10-11,06:00,SHIP_02,149,85,46,7,6,5,2057.1,1153.1,167,103,2000,220,0.3087248322147651,0.57655,1.02855,True,57.09999999999991,846.9000000000001,Overbooked,57.09999999999991,4,Low
Trelleborg,Rostock,2024-04-04,10:00,SHIP_02,144,93,31,10,8,2,2057.0,1271.5,166,116,2000,220,0.2152777777777778,0.63575,1.0285,True,57.0,728.5,Overbooked,57.0,4,Low
Trelleborg,Rostock,2024-06-18,22:00,SHIP_05,177,114,33,11,16,3,2456.8,1530.0,202,146,2400,280,0.1864406779661017,0.6375,1.0236666666666667,True,56.80000000000018,870.0,Overbooked,56.80000000000018,4,Low
Travemünde,Klaipeda,2024-05-07,06:00,SHIP_04,164,98,44,5,13,4,2256.6,1299.1,194,132,2200,250,0.2682926829268293,0.5904999999999999,1.0257272727272726,True,56.59999999999991,900.9,Overbooked,56.59999999999991,4,Low
Klaipeda,Travemünde,2025-05-30,08:00,SHIP_05,175,107,46,8,10,4,2456.6,1460.4,202,137,2400,280,0.2628571428571428,0.6085,1.0235833333333333,True,56.59999999999991,939.6,Overbooked,56.59999999999991,4,Low
Swinoujscie,Trelleborg,2024-11-22,08:00,SHIP_01,135,78,40,8,6,3,1856.4,1007.6,154,97,1800,180,0.2962962962962963,0.5597777777777778,1.0313333333333334,True,56.40000000000009,792.4,Overbooked,56.40000000000009,4,Low
Trelleborg,Rostock,2024-08-27,18:00,SHIP_03,158,95,43,10,10,0,2155.9,1243.4,178,119,2100,230,0.2721518987341772,0.5920952380952381,1.0266190476190478,True,55.90000000000009,856.5999999999999,Overbooked,55.90000000000009,4,Low
Travemünde,Trelleborg,2025-04-06,22:00,SHIP_01,133,72,39,10,10,2,1855.6,980.2,162,99,1800,180,0.2932330827067669,0.5445555555555556,1.0308888888888887,True,55.59999999999991,819.8,Overbooked,55.59999999999991,4,Low
Travemünde,Trelleborg,2024-06-01,18:00,SHIP_05,179,115,40,5,14,5,2455.6,1517.9,204,144,2400,280,0.2234636871508379,0.6324583333333333,1.0231666666666666,True,55.59999999999991,882.0999999999999,Overbooked,55.59999999999991,4,Low
Trelleborg,Rostock,2025-06-14,08:00,SHIP_02,150,93,40,6,7,4,2055.4,1199.7,176,116,2000,220,0.2666666666666666,0.59985,1.0277,True,55.40000000000009,800.3,Overbooked,55.40000000000009,4,Low
Travemünde,Trelleborg,2024-09-10,10:00,SHIP_04,166,98,48,4,9,7,2255.1,1316.9,191,126,2200,250,0.2891566265060241,0.5985909090909092,1.0250454545454546,True,55.09999999999991,883.0999999999999,Overbooked,55.09999999999991,4,Low
Travemünde,Trelleborg,2025-12-24,06:00,SHIP_01,131,79,34,9,5,4,1855.1,1102.1,148,97,1800,180,0.2595419847328244,0.6122777777777777,1.0306111111111111,True,55.09999999999991,697.9000000000001,Overbooked,55.09999999999991,4,Low
Travemünde,Klaipeda,2025-05-06,08:00,SHIP_03,157,90,40,12,8,7,2155.1,1246.4,188,119,2100,230,0.2547770700636942,0.5935238095238096,1.0262380952380952,True,55.09999999999991,853.5999999999999,Overbooked,55.09999999999991,4,Low
Travemünde,Klaipeda,2024-04-26,06:00,SHIP_03,150,85,46,5,13,1,2155.1,1207.8,166,106,2100,230,0.3066666666666666,0.5751428571428571,1.0262380952380952,True,55.09999999999991,892.2,Overbooked,55.09999999999991,4,Low
Travemünde,Klaipeda,2024-07-15,06:00,SHIP_03,154,94,41,4,10,5,2154.9,1289.9,180,123,2100,230,0.2662337662337662,0.6142380952380952,1.0261428571428572,True,54.90000000000009,810.0999999999999,Overbooked,54.90000000000009,4,Low
Trelleborg,Travemünde,2024-07-27,18:00,SHIP_03,156,95,41,6,7,7,2154.8,1228.9,186,124,2100,230,0.2628205128205128,0.5851904761904763,1.0260952380952382,True,54.80000000000018,871.0999999999999,Overbooked,54.80000000000018,4,Low
Rostock,Trelleborg,2024-05-23,10:00,SHIP_04,157,98,34,3,11,11,2254.8,1364.5,185,130,2200,250,0.2165605095541401,0.6202272727272727,1.024909090909091,True,54.80000000000018,835.5,Overbooked,54.80000000000018,4,Low
Rostock,Trelleborg,2025-02-27,10:00,SHIP_03,151,99,32,4,9,7,2154.4,1380.6,171,122,2100,230,0.2119205298013245,0.6574285714285714,1.025904761904762,True,54.40000000000009,719.4000000000001,Overbooked,54.40000000000009,4,Low
Travemünde,Klaipeda,2025-04-16,08:00,SHIP_05,173,108,46,9,6,4,2453.3,1472.7,198,127,2400,280,0.2658959537572254,0.613625,1.0222083333333334,True,53.30000000000018,927.3,Overbooked,53.30000000000018,4,Low
Klaipeda,Travemünde,2025-10-22,14:00,SHIP_02,149,77,53,7,7,5,2053.2,1011.5,174,95,2000,220,0.3557046979865771,0.50575,1.0266,True,53.19999999999982,988.5,Overbooked,53.19999999999982,4,Low
Trelleborg,Swinoujscie,2024-06-13,22:00,SHIP_04,163,95,39,6,18,5,2253.2,1289.8,189,132,2200,250,0.2392638036809816,0.5862727272727273,1.024181818181818,True,53.19999999999982,910.2,Overbooked,53.19999999999982,4,Low
Rostock,Trelleborg,2025-08-11,22:00,SHIP_02,148,90,46,4,6,2,2053.2,1198.5,170,112,2000,220,0.3108108108108108,0.59925,1.0266,True,53.19999999999982,801.5,Overbooked,53.19999999999982,4,Low
Rostock,Klaipeda,2025-01-16,10:00,SHIP_01,129,81,33,4,7,4,1852.9,1125.6,156,104,1800,180,0.2558139534883721,0.6253333333333333,1.029388888888889,True,52.90000000000009,674.4000000000001,Overbooked,52.90000000000009,4,Low
Trelleborg,Swinoujscie,2025-02-16,10:00,SHIP_02,144,97,29,5,5,8,2052.9,1356.2,166,117,2000,220,0.2013888888888889,0.6781,1.02645,True,52.90000000000009,643.8,Overbooked,52.90000000000009,4,Low
Klaipeda,Rostock,2025-11-25,18:00,SHIP_04,158,91,48,8,5,6,2252.8,1271.5,183,110,2200,250,0.3037974683544304,0.5779545454545455,1.024,True,52.80000000000018,928.5,Overbooked,52.80000000000018,4,Low
Klaipeda,Travemünde,2024-12-14,08:00,SHIP_04,154,101,37,6,7,3,2252.7,1439.0,176,120,2200,250,0.2402597402597402,0.6540909090909091,1.0239545454545451,True,52.69999999999982,761.0,Overbooked,52.69999999999982,4,Low
Rostock,Trelleborg,2024-05-05,08:00,SHIP_05,174,102,50,2,12,8,2452.3,1387.4,200,134,2400,280,0.2873563218390804,0.5780833333333334,1.0217916666666669,True,52.30000000000018,1012.6,Overbooked,52.30000000000018,4,Low
Rostock,Klaipeda,2024-09-28,08:00,SHIP_03,152,89,46,7,6,4,2152.2,1266.3,181,114,2100,230,0.3026315789473684,0.603,1.024857142857143,True,52.19999999999982,833.7,Overbooked,52.19999999999982,4,Low
Trelleborg,Swinoujscie,2024-01-19,18:00,SHIP_04,158,104,35,5,10,4,2251.8,1466.5,185,132,2200,250,0.2215189873417721,0.6665909090909091,1.0235454545454543,True,51.80000000000018,733.5,Overbooked,51.80000000000018,4,Low
Trelleborg,Rostock,2025-08-14,22:00,SHIP_02,141,90,31,9,8,3,2051.7,1285.5,156,108,2000,220,0.2198581560283688,0.64275,1.02585,True,51.69999999999982,714.5,Overbooked,51.69999999999982,4,Low
Travemünde,Klaipeda,2025-11-29,06:00,SHIP_05,170,92,54,5,15,4,2451.7,1303.6,198,123,2400,280,0.3176470588235294,0.5431666666666666,1.0215416666666666,True,51.69999999999982,1096.4,Overbooked,51.69999999999982,4,Low
Trelleborg,Rostock,2025-01-02,08:00,SHIP_01,133,76,34,4,14,5,1851.5,1006.2,153,107,1800,180,0.2556390977443609,0.5589999999999999,1.0286111111111111,True,51.5,793.8000000000001,Overbooked,51.5,4,Low
Swinoujscie,Trelleborg,2024-02-08,22:00,SHIP_02,150,83,42,11,10,4,2051.2,1078.3,175,108,2000,220,0.28,0.53915,1.0255999999999998,True,51.19999999999982,921.7,Overbooked,51.19999999999982,4,Low
Trelleborg,Swinoujscie,2024-02-15,08:00,SHIP_04,163,102,42,7,10,2,2251.2,1323.3,187,133,2200,250,0.2576687116564417,0.6015,1.0232727272727271,True,51.19999999999982,876.7,Overbooked,51.19999999999982,4,Low
Klaipeda,Rostock,2024-11-26,06:00,SHIP_03,157,94,44,10,4,5,2151.1,1241.8,174,110,2100,230,0.2802547770700637,0.5913333333333333,1.024333333333333,True,51.09999999999991,858.2,Overbooked,51.09999999999991,4,Low
Rostock,Trelleborg,2025-12-08,08:00,SHIP_02,142,95,37,3,4,3,2050.7,1351.4,163,111,2000,220,0.2605633802816901,0.6757000000000001,1.02535,True,50.69999999999982,648.5999999999999,Overbooked,50.69999999999982,4,Low
Travemünde,Trelleborg,2024-05-31,14:00,SHIP_01,134,82,36,6,6,4,1850.3,1094.5,155,102,1800,180,0.2686567164179104,0.6080555555555556,1.0279444444444443,True,50.29999999999996,705.5,Overbooked,50.29999999999996,4,Low
Travemünde,Klaipeda,2025-04-20,14:00,SHIP_01,136,81,40,4,8,3,1850.2,1072.0,157,104,1800,180,0.2941176470588235,0.5955555555555555,1.0278888888888889,True,50.200000000000045,728.0,Overbooked,50.200000000000045,4,Low
Travemünde,Trelleborg,2025-06-21,10:00,SHIP_04,159,104,43,5,6,1,2250.2,1433.9,187,131,2200,250,0.270440251572327,0.6517727272727273,1.0228181818181816,True,50.19999999999982,766.0999999999999,Overbooked,50.19999999999982,4,Low
Trelleborg,Rostock,2025-07-07,18:00,SHIP_02,144,81,38,10,10,5,2050.1,1122.5,167,104,2000,220,0.2638888888888889,0.56125,1.02505,True,50.09999999999991,877.5,Overbooked,50.09999999999991,4,Low
Trelleborg,Rostock,2025-10-22,14:00,SHIP_01,136,82,41,5,5,3,1849.3,1086.9,153,96,1800,180,0.3014705882352941,0.6038333333333333,1.027388888888889,True,49.29999999999996,713.0999999999999,Overbooked,49.29999999999996,4,Low
Trelleborg,Swinoujscie,2024-01-22,10:00,SHIP_03,156,91,42,8,10,5,2149.2,1213.7,180,116,2100,230,0.2692307692307692,0.577952380952381,1.0234285714285714,True,49.19999999999982,886.3,Overbooked,49.19999999999982,4,Low
Rostock,Klaipeda,2024-11-26,18:00,SHIP_03,159,101,41,11,6,0,2149.1,1355.9,179,120,2100,230,0.2578616352201258,0.6456666666666667,1.0233809523809525,True,49.09999999999991,744.0999999999999,Overbooked,49.09999999999991,4,Low
Klaipeda,Rostock,2025-08-25,22:00,SHIP_03,151,95,39,7,6,4,2149.1,1313.1,175,116,2100,230,0.2582781456953642,0.6252857142857142,1.0233809523809525,True,49.09999999999991,786.9000000000001,Overbooked,49.09999999999991,4,Low
Trelleborg,Rostock,2025-09-11,22:00,SHIP_04,159,98,48,3,5,5,2249.0,1353.7,179,115,2200,250,0.3018867924528302,0.6153181818181819,1.0222727272727272,True,49.0,846.3,Overbooked,49.0,4,Low
Swinoujscie,Trelleborg,2024-07-29,18:00,SHIP_05,174,104,47,10,8,5,2448.2,1409.8,218,138,2400,280,0.2701149425287356,0.5874166666666667,1.0200833333333332,True,48.19999999999982,990.2,Overbooked,48.19999999999982,3,Low
Trelleborg,Swinoujscie,2025-06-02,18:00,SHIP_01,129,75,43,5,4,2,1848.1,1063.3,143,86,1800,180,0.3333333333333333,0.5907222222222221,1.026722222222222,True,48.09999999999991,736.7,Overbooked,48.09999999999991,3,Low
Rostock,Trelleborg,2025-10-31,18:00,SHIP_05,172,101,48,4,13,6,2447.9,1455.3,199,132,2400,280,0.2790697674418604,0.606375,1.0199583333333333,True,47.90000000000009,944.7,Overbooked,47.90000000000009,3,Low
Klaipeda,Rostock,2025-06-09,14:00,SHIP_02,145,96,34,5,5,5,2047.9,1353.0,175,121,2000,220,0.2344827586206896,0.6765,1.02395,True,47.90000000000009,647.0,Overbooked,47.90000000000009,3,Low
Trelleborg,Rostock,2024-01-23,14:00,SHIP_01,127,80,31,4,7,5,1847.7,1144.2,148,101,1800,180,0.2440944881889764,0.6356666666666667,1.0265,True,47.700000000000045,655.8,Overbooked,47.700000000000045,3,Low
Swinoujscie,Trelleborg,2024-03-25,10:00,SHIP_02,147,92,35,5,9,6,2046.8,1268.3,166,114,2000,220,0.238095238095238,0.63415,1.0234,True,46.79999999999996,731.7,Overbooked,46.79999999999996,3,Low
Trelleborg,Swinoujscie,2024-04-18,14:00,SHIP_01,134,79,40,1,9,5,1846.8,1074.3,153,101,1800,180,0.2985074626865671,0.5968333333333333,1.026,True,46.79999999999996,725.7,Overbooked,46.79999999999996,3,Low
Rostock,Trelleborg,2025-09-09,08:00,SHIP_04,165,102,49,2,8,4,2246.6,1362.9,192,129,2200,250,0.296969696969697,0.6195,1.0211818181818182,True,46.59999999999991,837.0999999999999,Overbooked,46.59999999999991,3,Low
Travemünde,Klaipeda,2024-03-24,22:00,SHIP_02,143,85,35,8,8,7,2046.5,1168.7,167,106,2000,220,0.2447552447552447,0.58435,1.02325,True,46.5,831.3,Overbooked,46.5,3,Low
Swinoujscie,Trelleborg,2025-11-01,08:00,SHIP_02,147,79,49,4,11,4,2046.4,1085.0,166,104,2000,220,0.3333333333333333,0.5425,1.0232,True,46.40000000000009,915.0,Overbooked,46.40000000000009,3,Low
Trelleborg,Travemünde,2025-12-22,08:00,SHIP_03,154,99,33,6,11,5,2146.2,1355.4,173,123,2100,230,0.2142857142857142,0.6454285714285715,1.022,True,46.19999999999982,744.5999999999999,Overbooked,46.19999999999982,3,Low
Trelleborg,Rostock,2025-03-03,18:00,SHIP_03,157,95,36,5,16,5,2146.1,1285.0,188,133,2100,230,0.2292993630573248,0.611904761904762,1.021952380952381,True,46.09999999999991,815.0,Overbooked,46.09999999999991,3,Low
Klaipeda,Travemünde,2025-01-31,22:00,SHIP_05,182,116,39,14,7,6,2445.9,1515.5,205,140,2400,280,0.2142857142857142,0.6314583333333333,1.019125,True,45.90000000000009,884.5,Overbooked,45.90000000000009,3,Low
Rostock,Klaipeda,2024-05-21,14:00,SHIP_05,181,105,43,11,16,6,2445.9,1347.9,201,133,2400,280,0.2375690607734806,0.561625,1.019125,True,45.90000000000009,1052.1,Overbooked,45.90000000000009,3,Low
Klaipeda,Rostock,2024-06-19,14:00,SHIP_01,131,78,45,2,5,1,1845.7,1068.4,152,96,1800,180,0.3435114503816794,0.5935555555555556,1.025388888888889,True,45.700000000000045,731.5999999999999,Overbooked,45.700000000000045,3,Low
Rostock,Klaipeda,2025-05-08,06:00,SHIP_04,163,112,37,7,4,3,2245.5,1489.7,186,133,2200,250,0.2269938650306748,0.6771363636363636,1.0206818181818182,True,45.5,710.3,Overbooked,45.5,3,Low
Rostock,Trelleborg,2024-12-07,06:00,SHIP_05,175,101,47,10,14,3,2445.4,1374.6,205,133,2400,280,0.2685714285714285,0.57275,1.0189166666666667,True,45.40000000000009,1025.4,Overbooked,45.40000000000009,3,Low
Swinoujscie,Trelleborg,2024-02-11,14:00,SHIP_05,168,99,49,4,14,2,2445.4,1431.3,195,131,2400,280,0.2916666666666667,0.596375,1.0189166666666667,True,45.40000000000009,968.7,Overbooked,45.40000000000009,3,Low
Swinoujscie,Trelleborg,2024-01-07,22:00,SHIP_01,128,71,38,8,6,5,1845.3,1003.5,150,86,1800,180,0.296875,0.5575,1.0251666666666666,True,45.29999999999996,796.5,Overbooked,45.29999999999996,3,Low
Travemünde,Trelleborg,2024-04-09,14:00,SHIP_05,173,111,42,9,6,5,2444.7,1498.9,205,141,2400,280,0.2427745664739884,0.6245416666666667,1.018625,True,44.69999999999982,901.1,Overbooked,44.69999999999982,3,Low
Rostock,Trelleborg,2025-02-08,14:00,SHIP_02,142,90,36,3,9,4,2044.6,1269.4,165,114,2000,220,0.2535211267605634,0.6347,1.0223,True,44.59999999999991,730.5999999999999,Overbooked,44.59999999999991,3,Low
Travemünde,Trelleborg,2025-09-20,22:00,SHIP_01,135,86,30,4,10,5,1844.5,1194.3,160,114,1800,180,0.2222222222222222,0.6635,1.0247222222222223,True,44.5,605.7,Overbooked,44.5,3,Low
Trelleborg,Swinoujscie,2024-04-19,14:00,SHIP_04,161,95,43,10,11,2,2244.5,1276.1,187,121,2200,250,0.2670807453416149,0.5800454545454545,1.0202272727272728,True,44.5,923.9,Overbooked,44.5,3,Low
Travemünde,Klaipeda,2024-02-15,06:00,SHIP_02,146,75,45,5,12,9,2044.2,1014.4,165,99,2000,220,0.3082191780821918,0.5072,1.0221,True,44.200000000000045,985.6,Overbooked,44.200000000000045,3,Low
Travemünde,Trelleborg,2025-04-19,10:00,SHIP_02,148,79,47,9,9,4,2044.0,1052.6,168,101,2000,220,0.3175675675675675,0.5263,1.022,True,44.0,947.4,Overbooked,44.0,3,Low
Travemünde,Trelleborg,2025-10-02,06:00,SHIP_03,146,91,39,5,9,2,2144.0,1307.9,169,115,2100,230,0.2671232876712329,0.6228095238095238,1.020952380952381,True,44.0,792.0999999999999,Overbooked,44.0,3,Low
Rostock,Trelleborg,2025-07-15,08:00,SHIP_01,134,80,36,6,10,2,1843.5,1073.8,154,102,1800,180,0.2686567164179104,0.5965555555555555,1.024166666666667,True,43.5,726.2,Overbooked,43.5,3,Low
Travemünde,Klaipeda,2024-10-03,18:00,SHIP_04,164,99,42,8,11,4,2243.4,1353.0,192,132,2200,250,0.2560975609756097,0.615,1.0197272727272728,True,43.40000000000009,847.0,Overbooked,43.40000000000009,3,Low
Travemünde,Klaipeda,2024-05-22,18:00,SHIP_05,173,110,40,6,11,6,2443.1,1511.6,199,140,2400,280,0.2312138728323699,0.6298333333333332,1.0179583333333333,True,43.09999999999991,888.4000000000001,Overbooked,43.09999999999991,3,Low
Swinoujscie,Trelleborg,2024-12-08,08:00,SHIP_05,176,112,43,8,6,7,2442.8,1500.2,196,131,2400,280,0.2443181818181818,0.6250833333333333,1.0178333333333334,True,42.80000000000018,899.8,Overbooked,42.80000000000018,3,Low
