Sailing ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total Meter,Total Head
S001044,Swinoujscie,Trelleborg,2025-12-23,22:00,SHIP_01,1800,180
S001045,Travemünde,Trelleborg,2025-11-19,18:00,SHIP_03,2200,250
S001046,Swinoujscie,Trelleborg,2025-12-06,08:00,SHIP_07,1900,200
S001047,Travemünde,Trelleborg,2024-01-07,18:00,SHIP_06,2100,230
S001048,Trelleborg,Swinoujscie,2024-06-13,06:00,SHIP_07,1900,200
S001049,Rostock,Klaipeda,2024-01-12,18:00,SHIP_08,2300,260
S001050,Trelleborg,Travemünde,2024-11-16,22:00,SHIP_07,1900,200
S001051,Trelleborg,Rostock,2024-03-25,14:00,SHIP_05,2600,300
S001052,Trelleborg,Travemünde,2025-12-04,06:00,SHIP_06,2100,230
S001053,Rostock,Trelleborg,2025-04-22,06:00,SHIP_06,2100,230
S001054,Klaipeda,Rostock,2024-02-21,22:00,SHIP_07,1900,200
S001055,Klaipeda,Travemünde,2024-06-04,06:00,SHIP_03,2200,250
S001056,Trelleborg,Swinoujscie,2024-05-29,10:00,SHIP_02,2000,220
S001057,Travemünde,Klaipeda,2024-03-08,10:00,SHIP_07,1900,200
S001058,Trelleborg,Swinoujscie,2025-03-11,18:00,SHIP_01,1800,180
S001059,Klaipeda,Rostock,2025-08-02,10:00,SHIP_03,2200,250
S001060,Swinoujscie,Trelleborg,2025-05-11,06:00,SHIP_04,2400,280
S001061,Swinoujscie,Trelleborg,2025-04-20,10:00,SHIP_01,1800,180
S001062,Rostock,Trelleborg,2025-02-09,08:00,SHIP_02,2000,220
S001063,Trelleborg,Swinoujscie,2024-06-30,22:00,SHIP_02,2000,220
S001064,Klaipeda,Travemünde,2024-10-18,06:00,SHIP_08,2300,260
S001065,Trelleborg,Travemünde,2025-12-26,14:00,SHIP_08,2300,260
S001066,Travemünde,Trelleborg,2025-08-21,22:00,SHIP_04,2400,280
S001067,Klaipeda,Travemünde,2025-06-07,14:00,SHIP_01,1800,180
S001068,Rostock,Klaipeda,2024-05-16,18:00,SHIP_06,2100,230
S001069,Rostock,Trelleborg,2025-12-09,22:00,SHIP_07,1900,200
S001070,Trelleborg,Travemünde,2024-02-14,18:00,SHIP_07,1900,200
S001071,Travemünde,Trelleborg,2024-06-27,22:00,SHIP_01,1800,180
S001072,Trelleborg,Swinoujscie,2024-05-05,10:00,SHIP_02,2000,220
S001073,Rostock,Trelleborg,2025-09-21,14:00,SHIP_06,2100,230
S001074,Travemünde,Klaipeda,2025-06-04,08:00,SHIP_01,1800,180
S001075,Klaipeda,Travemünde,2025-02-18,14:00,SHIP_04,2400,280
S001076,Klaipeda,Travemünde,2024-05-22,14:00,SHIP_04,2400,280
S001077,Swinoujscie,Trelleborg,2024-10-15,18:00,SHIP_03,2200,250
S001078,Travemünde,Klaipeda,2025-04-07,14:00,SHIP_01,1800,180
S001079,Swinoujscie,Trelleborg,2024-07-18,06:00,SHIP_04,2400,280
S001080,Travemünde,Trelleborg,2024-04-12,14:00,SHIP_06,2100,230
S001081,Trelleborg,Travemünde,2025-10-12,08:00,SHIP_07,1900,200
S001082,Rostock,Klaipeda,2025-07-11,22:00,SHIP_01,1800,180
S001083,Travemünde,Trelleborg,2024-03-04,18:00,SHIP_06,2100,230
S001084,Trelleborg,Rostock,2025-04-22,14:00,SHIP_06,2100,230
S001085,Klaipeda,Travemünde,2025-01-14,08:00,SHIP_08,2300,260
S001086,Swinoujscie,Trelleborg,2025-06-11,08:00,SHIP_05,2600,300
S001087,Klaipeda,Rostock,2024-06-13,14:00,SHIP_04,2400,280
S001088,Klaipeda,Travemünde,2024-07-02,10:00,SHIP_04,2400,280
S001089,Klaipeda,Rostock,2025-01-12,22:00,SHIP_07,1900,200
S001090,Swinoujscie,Trelleborg,2024-02-26,14:00,SHIP_01,1800,180
S001091,Travemünde,Klaipeda,2024-06-28,18:00,SHIP_05,2600,300
S001092,Swinoujscie,Trelleborg,2024-02-22,08:00,SHIP_06,2100,230
S001093,Travemünde,Trelleborg,2025-10-24,10:00,SHIP_08,2300,260
S001094,Travemünde,Trelleborg,2024-04-28,08:00,SHIP_06,2100,230
S001095,Trelleborg,Travemünde,2025-08-06,10:00,SHIP_01,1800,180
S001096,Rostock,Trelleborg,2024-06-25,22:00,SHIP_02,2000,220
S001097,Klaipeda,Rostock,2024-08-19,14:00,SHIP_05,2600,300
S001098,Klaipeda,Rostock,2025-05-20,08:00,SHIP_02,2000,220
S001099,Trelleborg,Rostock,2025-03-21,22:00,SHIP_08,2300,260
S001100,Trelleborg,Swinoujscie,2024-05-29,08:00,SHIP_06,2100,230
S001101,Rostock,Trelleborg,2025-09-26,06:00,SHIP_04,2400,280
S001102,Trelleborg,Rostock,2025-10-01,08:00,SHIP_03,2200,250
S001103,Klaipeda,Travemünde,2024-05-27,14:00,SHIP_04,2400,280
S001104,Rostock,Klaipeda,2024-03-14,10:00,SHIP_06,2100,230
S001105,Klaipeda,Travemünde,2024-04-11,06:00,SHIP_08,2300,260
S001106,Travemünde,Trelleborg,2024-02-12,06:00,SHIP_01,1800,180
S001107,Klaipeda,Travemünde,2025-02-15,18:00,SHIP_05,2600,300
S001108,Rostock,Trelleborg,2025-07-23,06:00,SHIP_01,1800,180
S001109,Swinoujscie,Trelleborg,2025-02-18,06:00,SHIP_07,1900,200
S001110,Travemünde,Trelleborg,2024-10-15,08:00,SHIP_07,1900,200
S001111,Swinoujscie,Trelleborg,2024-01-09,14:00,SHIP_07,1900,200
S001112,Travemünde,Trelleborg,2025-09-06,10:00,SHIP_07,1900,200
S001113,Rostock,Trelleborg,2024-01-19,08:00,SHIP_06,2100,230
S001114,Trelleborg,Travemünde,2025-05-24,18:00,SHIP_04,2400,280
S001115,Swinoujscie,Trelleborg,2025-04-21,22:00,SHIP_01,1800,180
S001116,Rostock,Klaipeda,2024-08-29,08:00,SHIP_03,2200,250
S001117,Rostock,Klaipeda,2024-03-07,22:00,SHIP_06,2100,230
S001118,Rostock,Klaipeda,2025-08-14,18:00,SHIP_04,2400,280
S001119,Travemünde,Trelleborg,2025-12-02,06:00,SHIP_08,2300,260
S001120,Trelleborg,Travemünde,2024-07-31,08:00,SHIP_01,1800,180
S001121,Klaipeda,Rostock,2024-11-02,18:00,SHIP_07,1900,200
S001122,Swinoujscie,Trelleborg,2024-08-30,06:00,SHIP_02,2000,220
S001123,Trelleborg,Travemünde,2024-01-21,06:00,SHIP_03,2200,250
S001124,Trelleborg,Travemünde,2025-12-10,10:00,SHIP_08,2300,260
S001125,Swinoujscie,Trelleborg,2025-09-20,14:00,SHIP_07,1900,200
S001126,Rostock,Klaipeda,2024-08-01,06:00,SHIP_07,1900,200
S001127,Rostock,Trelleborg,2025-11-02,08:00,SHIP_08,2300,260
S001128,Rostock,Trelleborg,2024-01-22,06:00,SHIP_07,1900,200
S001129,Klaipeda,Rostock,2024-08-07,10:00,SHIP_05,2600,300
S001130,Trelleborg,Swinoujscie,2025-06-24,14:00,SHIP_06,2100,230
S001131,Rostock,Klaipeda,2025-06-02,22:00,SHIP_04,2400,280
S001132,Trelleborg,Rostock,2024-08-17,08:00,SHIP_04,2400,280
S001133,Klaipeda,Rostock,2024-12-03,06:00,SHIP_06,2100,230
S001134,Rostock,Trelleborg,2024-07-13,14:00,SHIP_05,2600,300
S001135,Trelleborg,Travemünde,2024-06-14,08:00,SHIP_07,1900,200
S001136,Trelleborg,Travemünde,2025-02-09,14:00,SHIP_06,2100,230
S001137,Klaipeda,Travemünde,2025-09-04,18:00,SHIP_03,2200,250
S001138,Klaipeda,Rostock,2025-05-10,14:00,SHIP_03,2200,250
S001139,Trelleborg,Rostock,2024-10-23,14:00,SHIP_05,2600,300
S001140,Travemünde,Klaipeda,2025-05-10,08:00,SHIP_05,2600,300
S001141,Trelleborg,Rostock,2025-12-31,14:00,SHIP_06,2100,230
S001142,Klaipeda,Rostock,2025-05-03,10:00,SHIP_07,1900,200
S001143,Trelleborg,Rostock,2024-07-02,22:00,SHIP_08,2300,260
S001144,Swinoujscie,Trelleborg,2024-03-05,18:00,SHIP_03,2200,250
S001145,Rostock,Klaipeda,2025-06-02,08:00,SHIP_03,2200,250
S001146,Travemünde,Klaipeda,2024-01-25,06:00,SHIP_08,2300,260
S001147,Trelleborg,Travemünde,2024-11-15,06:00,SHIP_05,2600,300
S001148,Rostock,Trelleborg,2024-04-13,14:00,SHIP_07,1900,200
S001149,Trelleborg,Rostock,2025-01-12,14:00,SHIP_05,2600,300
S001150,Klaipeda,Rostock,2024-01-03,18:00,SHIP_06,2100,230
S001151,Trelleborg,Rostock,2024-03-27,18:00,SHIP_02,2000,220
S001152,Rostock,Trelleborg,2024-08-29,18:00,SHIP_06,2100,230
S001153,Travemünde,Trelleborg,2024-04-07,22:00,SHIP_02,2000,220
S001154,Travemünde,Klaipeda,2025-11-03,10:00,SHIP_08,2300,260
S001155,Travemünde,Trelleborg,2025-06-23,08:00,SHIP_06,2100,230
S001156,Travemünde,Klaipeda,2024-04-18,10:00,SHIP_03,2200,250
S001157,Trelleborg,Swinoujscie,2025-04-20,06:00,SHIP_05,2600,300
S001158,Trelleborg,Rostock,2025-07-19,18:00,SHIP_08,2300,260
S001159,Trelleborg,Travemünde,2025-08-25,18:00,SHIP_02,2000,220
S001160,Rostock,Klaipeda,2025-01-07,14:00,SHIP_01,1800,180
S001161,Swinoujscie,Trelleborg,2025-04-09,14:00,SHIP_07,1900,200
S001162,Trelleborg,Rostock,2024-09-24,06:00,SHIP_05,2600,300
S001163,Klaipeda,Rostock,2025-09-10,10:00,SHIP_06,2100,230
S001164,Rostock,Trelleborg,2024-01-22,10:00,SHIP_06,2100,230
S001165,Trelleborg,Rostock,2025-09-03,22:00,SHIP_04,2400,280
S001166,Rostock,Klaipeda,2025-01-03,14:00,SHIP_04,2400,280
S001167,Rostock,Klaipeda,2025-06-22,10:00,SHIP_04,2400,280
S001168,Swinoujscie,Trelleborg,2024-12-22,10:00,SHIP_04,2400,280
S001169,Travemünde,Klaipeda,2025-03-13,10:00,SHIP_04,2400,280
S001170,Rostock,Trelleborg,2024-05-31,10:00,SHIP_01,1800,180
S001171,Travemünde,Klaipeda,2025-01-29,22:00,SHIP_04,2400,280
S001172,Rostock,Klaipeda,2024-09-30,10:00,SHIP_01,1800,180
S001173,Trelleborg,Swinoujscie,2025-10-01,08:00,SHIP_08,2300,260
S001174,Swinoujscie,Trelleborg,2025-12-22,06:00,SHIP_06,2100,230
S001175,Trelleborg,Swinoujscie,2025-11-29,22:00,SHIP_01,1800,180
S001176,Rostock,Trelleborg,2024-08-24,22:00,SHIP_05,2600,300
S001177,Trelleborg,Swinoujscie,2024-11-10,14:00,SHIP_08,2300,260
S001178,Rostock,Trelleborg,2025-06-10,10:00,SHIP_06,2100,230
S001179,Travemünde,Trelleborg,2024-11-22,22:00,SHIP_06,2100,230
S001180,Trelleborg,Travemünde,2025-11-05,18:00,SHIP_07,1900,200
S001181,Trelleborg,Rostock,2025-08-15,14:00,SHIP_07,1900,200
S001182,Trelleborg,Rostock,2025-06-23,14:00,SHIP_06,2100,230
S001183,Rostock,Klaipeda,2024-06-13,08:00,SHIP_01,1800,180
S001184,Travemünde,Trelleborg,2025-01-15,22:00,SHIP_06,2100,230
S001185,Rostock,Trelleborg,2024-09-11,22:00,SHIP_02,2000,220
S001186,Klaipeda,Travemünde,2024-02-28,14:00,SHIP_03,2200,250
S001187,Klaipeda,Rostock,2025-09-20,14:00,SHIP_08,2300,260
S001188,Klaipeda,Rostock,2024-06-01,06:00,SHIP_01,1800,180
S001189,Klaipeda,Rostock,2024-12-31,10:00,SHIP_04,2400,280
S001190,Rostock,Klaipeda,2024-05-07,10:00,SHIP_02,2000,220
S001191,Travemünde,Klaipeda,2024-01-20,06:00,SHIP_01,1800,180
S001192,Trelleborg,Travemünde,2025-04-28,08:00,SHIP_07,1900,200
S001193,Trelleborg,Travemünde,2025-10-19,18:00,SHIP_01,1800,180
S001194,Klaipeda,Travemünde,2024-11-28,06:00,SHIP_03,2200,250
S001195,Trelleborg,Rostock,2024-01-12,06:00,SHIP_05,2600,300
S001196,Rostock,Klaipeda,2024-07-20,08:00,SHIP_01,1800,180
S001197,Trelleborg,Swinoujscie,2025-02-10,22:00,SHIP_08,2300,260
S001198,Klaipeda,Rostock,2025-12-26,10:00,SHIP_07,1900,200
S001199,Rostock,Klaipeda,2024-12-07,14:00,SHIP_08,2300,260
S001200,Trelleborg,Rostock,2024-02-17,18:00,SHIP_02,2000,220
S001201,Trelleborg,Swinoujscie,2025-11-04,14:00,SHIP_01,1800,180
S001202,Travemünde,Klaipeda,2025-07-25,22:00,SHIP_05,2600,300
S001203,Klaipeda,Rostock,2025-10-30,18:00,SHIP_01,1800,180
S001204,Travemünde,Trelleborg,2024-01-06,10:00,SHIP_02,2000,220
S001205,Travemünde,Trelleborg,2024-10-23,22:00,SHIP_07,1900,200
S001206,Klaipeda,Rostock,2025-10-10,14:00,SHIP_01,1800,180
S001207,Trelleborg,Travemünde,2025-06-16,08:00,SHIP_08,2300,260
S001208,Travemünde,Trelleborg,2025-11-14,10:00,SHIP_01,1800,180
S001209,Trelleborg,Swinoujscie,2025-01-21,22:00,SHIP_07,1900,200
S001210,Klaipeda,Travemünde,2024-12-19,22:00,SHIP_08,2300,260
S001211,Travemünde,Trelleborg,2025-11-14,06:00,SHIP_07,1900,200
S001212,Swinoujscie,Trelleborg,2024-03-21,18:00,SHIP_04,2400,280
S001213,Trelleborg,Travemünde,2024-12-08,06:00,SHIP_01,1800,180
S001214,Travemünde,Klaipeda,2025-05-23,22:00,SHIP_03,2200,250
S001215,Travemünde,Trelleborg,2025-08-25,10:00,SHIP_03,2200,250
S001216,Trelleborg,Rostock,2025-09-27,18:00,SHIP_02,2000,220
S001217,Trelleborg,Swinoujscie,2024-03-17,06:00,SHIP_07,1900,200
S001218,Rostock,Trelleborg,2025-10-13,18:00,SHIP_05,2600,300
S001219,Trelleborg,Travemünde,2025-05-14,08:00,SHIP_04,2400,280
S001220,Rostock,Klaipeda,2025-07-28,10:00,SHIP_03,2200,250
S001221,Swinoujscie,Trelleborg,2024-07-26,10:00,SHIP_05,2600,300
S001222,Klaipeda,Rostock,2024-03-23,06:00,SHIP_01,1800,180
S001223,Travemünde,Klaipeda,2025-03-21,14:00,SHIP_03,2200,250
S001224,Travemünde,Klaipeda,2024-07-02,06:00,SHIP_04,2400,280
S001225,Trelleborg,Rostock,2025-06-21,10:00,SHIP_02,2000,220
S001226,Travemünde,Klaipeda,2025-03-15,08:00,SHIP_02,2000,220
S001227,Rostock,Klaipeda,2025-12-30,08:00,SHIP_04,2400,280
S001228,Rostock,Trelleborg,2024-02-04,18:00,SHIP_07,1900,200
S001229,Trelleborg,Swinoujscie,2025-01-18,10:00,SHIP_08,2300,260
S001230,Travemünde,Trelleborg,2025-01-11,06:00,SHIP_04,2400,280
S001231,Travemünde,Trelleborg,2025-01-26,06:00,SHIP_02,2000,220
S001232,Rostock,Klaipeda,2025-09-04,10:00,SHIP_02,2000,220
S001233,Travemünde,Trelleborg,2024-09-15,06:00,SHIP_05,2600,300
S001234,Travemünde,Klaipeda,2025-08-09,06:00,SHIP_07,1900,200
S001235,Travemünde,Trelleborg,2024-11-27,10:00,SHIP_02,2000,220
S001236,Trelleborg,Swinoujscie,2024-04-27,10:00,SHIP_07,1900,200
S001237,Rostock,Klaipeda,2024-04-25,22:00,SHIP_02,2000,220
S001238,Rostock,Klaipeda,2024-05-29,14:00,SHIP_03,2200,250
S001239,Travemünde,Klaipeda,2024-11-07,18:00,SHIP_04,2400,280
S001240,Klaipeda,Rostock,2024-05-21,14:00,SHIP_05,2600,300
S001241,Swinoujscie,Trelleborg,2025-10-25,08:00,SHIP_05,2600,300
S001242,Trelleborg,Swinoujscie,2024-07-22,18:00,SHIP_04,2400,280
S001243,Trelleborg,Rostock,2025-08-05,06:00,SHIP_02,2000,220
S001244,Rostock,Klaipeda,2025-05-04,06:00,SHIP_06,2100,230
S001245,Klaipeda,Travemünde,2025-02-08,18:00,SHIP_06,2100,230
S001246,Trelleborg,Swinoujscie,2024-12-10,06:00,SHIP_03,2200,250
S001247,Rostock,Klaipeda,2025-07-07,18:00,SHIP_04,2400,280
S001248,Travemünde,Klaipeda,2024-02-01,14:00,SHIP_07,1900,200
S001249,Rostock,Klaipeda,2024-07-31,10:00,SHIP_02,2000,220
S001250,Rostock,Klaipeda,2024-01-31,06:00,SHIP_01,1800,180
S001251,Rostock,Klaipeda,2024-06-13,10:00,SHIP_08,2300,260
S001252,Swinoujscie,Trelleborg,2024-08-26,18:00,SHIP_07,1900,200
S001253,Klaipeda,Rostock,2024-01-16,06:00,SHIP_05,2600,300
S001254,Swinoujscie,Trelleborg,2025-10-23,08:00,SHIP_01,1800,180
S001255,Klaipeda,Travemünde,2024-07-18,18:00,SHIP_03,2200,250
S001256,Trelleborg,Swinoujscie,2025-09-04,18:00,SHIP_01,1800,180
S001257,Trelleborg,Swinoujscie,2024-03-31,22:00,SHIP_07,1900,200
S001258,Travemünde,Klaipeda,2024-01-04,06:00,SHIP_04,2400,280
S001259,Klaipeda,Rostock,2025-12-03,14:00,SHIP_02,2000,220
S001260,Swinoujscie,Trelleborg,2024-09-16,10:00,SHIP_03,2200,250
S001261,Travemünde,Trelleborg,2025-09-14,14:00,SHIP_03,2200,250
S001262,Travemünde,Trelleborg,2025-02-02,14:00,SHIP_06,2100,230
S001263,Rostock,Trelleborg,2025-01-20,10:00,SHIP_03,2200,250
S001264,Trelleborg,Swinoujscie,2024-10-10,18:00,SHIP_08,2300,260
S001265,Rostock,Klaipeda,2025-01-17,22:00,SHIP_01,1800,180
S001266,Trelleborg,Travemünde,2024-04-08,06:00,SHIP_04,2400,280
S001267,Klaipeda,Travemünde,2024-06-30,06:00,SHIP_06,2100,230
S001268,Travemünde,Trelleborg,2025-08-16,14:00,SHIP_08,2300,260
S001269,Trelleborg,Swinoujscie,2024-06-08,10:00,SHIP_03,2200,250
S001270,Trelleborg,Swinoujscie,2024-12-18,22:00,SHIP_07,1900,200
S001271,Klaipeda,Rostock,2024-08-17,22:00,SHIP_05,2600,300
S001272,Trelleborg,Rostock,2024-02-18,06:00,SHIP_05,2600,300
S001273,Trelleborg,Swinoujscie,2025-03-16,14:00,SHIP_02,2000,220
S001274,Trelleborg,Rostock,2024-02-06,22:00,SHIP_07,1900,200
S001275,Trelleborg,Travemünde,2024-12-30,06:00,SHIP_02,2000,220
S001276,Travemünde,Trelleborg,2024-09-04,08:00,SHIP_06,2100,230
S001277,Trelleborg,Rostock,2025-11-13,22:00,SHIP_05,2600,300
S001278,Rostock,Trelleborg,2024-06-29,18:00,SHIP_08,2300,260
S001279,Swinoujscie,Trelleborg,2024-08-30,18:00,SHIP_05,2600,300
S001280,Swinoujscie,Trelleborg,2024-06-18,14:00,SHIP_06,2100,230
S001281,Swinoujscie,Trelleborg,2025-04-22,08:00,SHIP_05,2600,300
S001282,Rostock,Klaipeda,2024-12-15,18:00,SHIP_08,2300,260
S001283,Rostock,Trelleborg,2025-12-28,08:00,SHIP_08,2300,260
S001284,Trelleborg,Swinoujscie,2024-09-20,18:00,SHIP_02,2000,220
S001285,Trelleborg,Swinoujscie,2024-08-01,10:00,SHIP_03,2200,250
S001286,Klaipeda,Travemünde,2024-05-12,08:00,SHIP_03,2200,250
S001287,Klaipeda,Rostock,2025-08-27,06:00,SHIP_02,2000,220
S001288,Klaipeda,Rostock,2024-11-03,18:00,SHIP_06,2100,230
S001289,Travemünde,Trelleborg,2025-11-24,08:00,SHIP_05,2600,300
S001290,Klaipeda,Rostock,2024-08-04,10:00,SHIP_01,1800,180
S001291,Klaipeda,Rostock,2024-11-13,22:00,SHIP_01,1800,180
S001292,Trelleborg,Travemünde,2025-05-16,06:00,SHIP_04,2400,280
S001293,Travemünde,Klaipeda,2024-06-17,18:00,SHIP_02,2000,220
S001294,Trelleborg,Travemünde,2024-11-17,10:00,SHIP_04,2400,280
S001295,Rostock,Klaipeda,2024-07-10,08:00,SHIP_08,2300,260
S001296,Travemünde,Klaipeda,2025-07-04,18:00,SHIP_04,2400,280
S001297,Klaipeda,Rostock,2025-08-21,10:00,SHIP_02,2000,220
S001298,Trelleborg,Travemünde,2024-12-14,22:00,SHIP_05,2600,300
S001299,Klaipeda,Rostock,2025-07-06,10:00,SHIP_01,1800,180
S001300,Rostock,Klaipeda,2024-05-19,10:00,SHIP_07,1900,200
S001301,Rostock,Trelleborg,2024-05-16,10:00,SHIP_05,2600,300
S001302,Rostock,Trelleborg,2025-01-01,14:00,SHIP_05,2600,300
S001303,Rostock,Klaipeda,2024-12-09,08:00,SHIP_03,2200,250
S001304,Swinoujscie,Trelleborg,2024-03-09,14:00,SHIP_03,2200,250
S001305,Klaipeda,Rostock,2024-07-24,18:00,SHIP_04,2400,280
S001306,Klaipeda,Travemünde,2025-09-24,22:00,SHIP_07,1900,200
S001307,Travemünde,Trelleborg,2024-10-08,22:00,SHIP_08,2300,260
S001308,Travemünde,Trelleborg,2025-05-23,14:00,SHIP_01,1800,180
S001309,Swinoujscie,Trelleborg,2025-04-05,18:00,SHIP_08,2300,260
S001310,Trelleborg,Rostock,2025-07-08,06:00,SHIP_01,1800,180
S001311,Trelleborg,Rostock,2024-11-15,14:00,SHIP_02,2000,220
S001312,Rostock,Trelleborg,2024-12-25,14:00,SHIP_08,2300,260
S001313,Travemünde,Klaipeda,2025-12-08,06:00,SHIP_05,2600,300
S001314,Trelleborg,Travemünde,2025-12-04,22:00,SHIP_03,2200,250
S001315,Travemünde,Klaipeda,2025-10-20,06:00,SHIP_07,1900,200
S001316,Rostock,Klaipeda,2025-03-04,14:00,SHIP_04,2400,280
S001317,Trelleborg,Rostock,2024-06-04,18:00,SHIP_07,1900,200
S001318,Trelleborg,Rostock,2025-06-27,06:00,SHIP_01,1800,180
S001319,Klaipeda,Travemünde,2024-04-17,18:00,SHIP_04,2400,280
S001320,Klaipeda,Rostock,2025-03-03,08:00,SHIP_03,2200,250
S001321,Trelleborg,Travemünde,2024-11-21,18:00,SHIP_06,2100,230
S001322,Rostock,Trelleborg,2024-11-04,06:00,SHIP_01,1800,180
S001323,Klaipeda,Travemünde,2025-07-21,08:00,SHIP_08,2300,260
S001324,Trelleborg,Rostock,2025-08-28,22:00,SHIP_05,2600,300
S001325,Rostock,Klaipeda,2024-10-21,10:00,SHIP_03,2200,250
S001326,Rostock,Trelleborg,2025-06-16,10:00,SHIP_02,2000,220
S001327,Trelleborg,Rostock,2024-09-30,18:00,SHIP_01,1800,180
S001328,Rostock,Trelleborg,2025-05-14,06:00,SHIP_04,2400,280
S001329,Klaipeda,Rostock,2025-05-09,22:00,SHIP_02,2000,220
S001330,Trelleborg,Swinoujscie,2025-07-24,22:00,SHIP_07,1900,200
S001331,Klaipeda,Rostock,2024-06-17,06:00,SHIP_02,2000,220
S001332,Trelleborg,Rostock,2025-03-03,08:00,SHIP_03,2200,250
S001333,Swinoujscie,Trelleborg,2024-04-16,06:00,SHIP_07,1900,200
S001334,Swinoujscie,Trelleborg,2025-05-18,22:00,SHIP_04,2400,280
S001335,Trelleborg,Travemünde,2025-07-07,10:00,SHIP_02,2000,220
S001336,Klaipeda,Travemünde,2024-07-22,10:00,SHIP_02,2000,220
S001337,Trelleborg,Rostock,2024-03-29,08:00,SHIP_01,1800,180
S001338,Travemünde,Trelleborg,2024-02-16,06:00,SHIP_03,2200,250
S001339,Klaipeda,Travemünde,2025-09-28,14:00,SHIP_06,2100,230
S001340,Swinoujscie,Trelleborg,2025-06-17,14:00,SHIP_02,2000,220
S001341,Travemünde,Trelleborg,2025-04-03,14:00,SHIP_07,1900,200
S001342,Travemünde,Klaipeda,2024-04-15,08:00,SHIP_07,1900,200
S001343,Klaipeda,Rostock,2025-06-24,18:00,SHIP_06,2100,230
S001344,Trelleborg,Swinoujscie,2025-04-02,18:00,SHIP_03,2200,250
S001345,Rostock,Klaipeda,2025-11-04,08:00,SHIP_08,2300,260
S001346,Klaipeda,Travemünde,2025-07-25,10:00,SHIP_06,2100,230
S001347,Swinoujscie,Trelleborg,2024-01-22,22:00,SHIP_08,2300,260
S001348,Trelleborg,Travemünde,2025-04-12,22:00,SHIP_07,1900,200
S001349,Klaipeda,Travemünde,2025-10-15,14:00,SHIP_02,2000,220
S001350,Trelleborg,Travemünde,2024-03-18,18:00,SHIP_08,2300,260
S001351,Trelleborg,Swinoujscie,2025-05-03,10:00,SHIP_02,2000,220
S001352,Rostock,Klaipeda,2024-03-04,22:00,SHIP_05,2600,300
S001353,Trelleborg,Rostock,2025-04-23,18:00,SHIP_05,2600,300
S001354,Rostock,Klaipeda,2025-04-18,06:00,SHIP_04,2400,280
S001355,Trelleborg,Swinoujscie,2025-02-03,10:00,SHIP_03,2200,250
S001356,Rostock,Trelleborg,2025-09-24,18:00,SHIP_08,2300,260
S001357,Swinoujscie,Trelleborg,2024-02-24,06:00,SHIP_01,1800,180
S001358,Trelleborg,Travemünde,2025-11-16,22:00,SHIP_07,1900,200
S001359,Rostock,Klaipeda,2024-06-23,14:00,SHIP_04,2400,280
S001360,Travemünde,Klaipeda,2024-02-12,18:00,SHIP_01,1800,180
S001361,Rostock,Trelleborg,2024-10-17,08:00,SHIP_01,1800,180
S001362,Travemünde,Trelleborg,2024-12-14,08:00,SHIP_05,2600,300
S001363,Rostock,Klaipeda,2024-02-28,22:00,SHIP_01,1800,180
S001364,Trelleborg,Travemünde,2025-02-11,18:00,SHIP_05,2600,300
S001365,Trelleborg,Travemünde,2024-03-15,18:00,SHIP_01,1800,180
S001366,Travemünde,Trelleborg,2024-07-27,14:00,SHIP_07,1900,200
S001367,Klaipeda,Travemünde,2025-10-28,22:00,SHIP_01,1800,180
S001368,Klaipeda,Rostock,2025-09-29,22:00,SHIP_05,2600,300
S001369,Travemünde,Trelleborg,2025-04-24,14:00,SHIP_03,2200,250
S001370,Travemünde,Trelleborg,2024-10-22,22:00,SHIP_08,2300,260
S001371,Trelleborg,Rostock,2025-03-15,18:00,SHIP_06,2100,230
S001372,Klaipeda,Travemünde,2024-01-25,14:00,SHIP_03,2200,250
S001373,Trelleborg,Travemünde,2024-11-18,10:00,SHIP_08,2300,260
S001374,Travemünde,Klaipeda,2025-05-06,18:00,SHIP_07,1900,200
S001375,Trelleborg,Swinoujscie,2024-04-02,18:00,SHIP_05,2600,300
S001376,Travemünde,Klaipeda,2024-06-10,10:00,SHIP_08,2300,260
S001377,Swinoujscie,Trelleborg,2024-06-04,22:00,SHIP_03,2200,250
S001378,Swinoujscie,Trelleborg,2025-12-30,22:00,SHIP_08,2300,260
S001379,Rostock,Trelleborg,2024-12-08,10:00,SHIP_02,2000,220
S001380,Trelleborg,Rostock,2025-06-01,14:00,SHIP_05,2600,300
S001381,Travemünde,Trelleborg,2024-02-22,22:00,SHIP_08,2300,260
S001382,Trelleborg,Rostock,2024-02-17,14:00,SHIP_01,1800,180
S001383,Swinoujscie,Trelleborg,2025-10-24,14:00,SHIP_08,2300,260
S001384,Trelleborg,Travemünde,2025-09-22,14:00,SHIP_03,2200,250
S001385,Rostock,Klaipeda,2024-04-16,08:00,SHIP_04,2400,280
S001386,Klaipeda,Travemünde,2025-06-05,06:00,SHIP_02,2000,220
S001387,Rostock,Trelleborg,2025-12-13,08:00,SHIP_03,2200,250
S001388,Rostock,Trelleborg,2024-09-07,18:00,SHIP_01,1800,180
S001389,Klaipeda,Travemünde,2025-04-22,14:00,SHIP_02,2000,220
S001390,Trelleborg,Travemünde,2024-04-27,22:00,SHIP_01,1800,180
S001391,Rostock,Trelleborg,2024-07-10,06:00,SHIP_02,2000,220
S001392,Trelleborg,Rostock,2024-07-06,18:00,SHIP_01,1800,180
