Customer_Number,Total_Final_Bookings,Loaded_Bookings,NoShow_Count,Reserved_Meter,Loaded_Meter,NoShow_Rate,Booking_Reliability_Score,Unused_Meter,Meter_Utilization_Rate,Risk_Category,Deferral_Candidate_Score
C00349,38,30,8,544.4,430.9,0.2105263157894736,0.7894736842105263,113.49999999999994,0.791513592946363,Medium Risk,0.2101183340423063
C00509,44,35,9,663.1,510.2,0.2045454545454545,0.7954545454545454,152.90000000000003,0.7694163776202684,Medium Risk,0.2097530881123099
C01175,43,34,9,576.2,454.6,0.2093023255813953,0.7906976744186046,121.60000000000002,0.788962165914613,Medium Risk,0.2096494272821936
C00363,29,23,6,389.2,303.4,0.2068965517241379,0.7931034482758621,85.80000000000001,0.7795477903391572,Medium Risk,0.2096076833114789
C00353,34,27,7,493.0,382.7,0.2058823529411764,0.7941176470588235,110.3,0.7762677484787018,Medium Risk,0.2094523326572008
C00423,35,28,7,506.6,381.7,0.2,0.8,124.90000000000003,0.7534544018949861,Low Risk,0.2093091196210027
C00479,35,28,7,520.2,393.9,0.2,0.8,126.30000000000008,0.7572087658592848,Low Risk,0.208558246828143
C00507,49,39,10,675.8,522.8,0.2040816326530612,0.7959183673469388,153.0,0.7736016572950577,Medium Risk,0.2085449746634374
C01061,45,36,9,630.6,480.5,0.2,0.8,150.10000000000002,0.7619727243894703,Low Risk,0.2076054551221059
C00303,49,39,10,711.1999999999999,556.3,0.2040816326530612,0.7959183673469388,154.89999999999998,0.782199100112486,Medium Risk,0.2068254860999518
C00434,35,28,7,494.1,379.2,0.2,0.8,114.90000000000003,0.7674559805707346,Low Risk,0.206508803885853
C00582,54,43,11,753.3,589.9,0.2037037037037037,0.7962962962962963,163.39999999999998,0.7830877472454534,Medium Risk,0.2063454135138723
C00009,40,32,8,552.1,426.5,0.2,0.8,125.60000000000002,0.7725049809817062,Low Risk,0.2054990038036587
C00615,39,31,8,580.0,461.0,0.2051282051282051,0.7948717948717948,119.0,0.7948275862068965,Medium Risk,0.2051370468611848
C00469,39,31,8,552.7,439.8,0.2051282051282051,0.7948717948717948,112.90000000000003,0.7957300524696942,Medium Risk,0.2049565536086252
C00229,35,28,7,510.2,395.6,0.2,0.8,114.60000000000002,0.7753822030576244,Low Risk,0.2049235593884751
C00641,36,29,7,518.0,391.8,0.1944444444444444,0.8055555555555556,126.2,0.7563706563706564,Low Risk,0.2042814242814243
C00031,41,33,8,569.0,433.1,0.1951219512195122,0.8048780487804879,135.89999999999998,0.7611599297012303,Low Risk,0.2038655750353636
C00753,50,40,10,714.0,559.1,0.2,0.8,154.89999999999998,0.7830532212885154,Low Risk,0.2033893557422968
C00220,36,29,7,463.8,354.1,0.1944444444444444,0.8055555555555556,109.7,0.7634756360500216,Low Risk,0.2028604283455512
C00925,35,28,7,517.1999999999999,408.8,0.2,0.8,108.39999999999992,0.7904098994586235,Low Risk,0.2019180201082752
C00934,51,41,10,752.6,583.7,0.196078431372549,0.803921568627451,168.89999999999998,0.7755779962795643,Low Risk,0.2017471458421263
C00549,51,41,10,724.0,561.6,0.196078431372549,0.803921568627451,162.39999999999998,0.7756906077348067,Low Risk,0.2017246235510778
C01041,41,33,8,529.5,408.8,0.1951219512195122,0.8048780487804879,120.7,0.7720491029272899,Low Risk,0.2016877403901517
C00941,46,37,9,649.4,506.4,0.1956521739130435,0.8043478260869565,143.0,0.7797967354481059,Low Risk,0.2005623920408135
C01078,31,25,6,453.5,350.5,0.1935483870967742,0.8064516129032258,103.0,0.772877618522602,Low Risk,0.2002631859728989
C00172,40,32,8,579.3,463.3,0.2,0.8,115.99999999999994,0.7997583290177802,Low Risk,0.2000483341964439
C00227,35,28,7,460.9,369.5,0.2,0.8,91.40000000000003,0.801692341071816,Low Risk,0.1996615317856367
C01141,56,45,11,739.3,582.5,0.1964285714285714,0.8035714285714286,156.79999999999995,0.7879074800486947,Low Risk,0.1995613611331182
C00943,49,39,10,718.2,589.7,0.2040816326530612,0.7959183673469388,128.5,0.8210804789752159,Medium Risk,0.1990492103274058
C00397,35,28,7,504.4,406.1,0.2,0.8,98.29999999999995,0.8051149881046789,Low Risk,0.1989770023790642
C00771,41,33,8,545.4,430.1,0.1951219512195122,0.8048780487804879,115.29999999999995,0.7885955262192886,Low Risk,0.198378455731752
C00506,36,29,7,460.4,362.0,0.1944444444444444,0.8055555555555556,98.39999999999998,0.7862728062554301,Low Risk,0.1983009943044695
C00097,36,29,7,501.2,396.5,0.1944444444444444,0.8055555555555556,104.7,0.7911013567438149,Low Risk,0.1973352842067925
C00166,42,34,8,608.9,472.1,0.1904761904761904,0.8095238095238095,136.79999999999995,0.7753325669239614,Low Risk,0.1973144389961601
C00082,41,33,8,565.5,449.8,0.1951219512195122,0.8048780487804879,115.7,0.7954022988505748,Low Risk,0.1970171012054947
C00904,36,29,7,532.1,424.2,0.1944444444444444,0.8055555555555556,107.90000000000003,0.7972185679383574,Low Risk,0.196111841967884
C00554,36,29,7,488.5,389.6,0.1944444444444444,0.8055555555555556,98.89999999999998,0.7975435005117708,Low Risk,0.1960468554532013
C00720,49,40,9,715.3,540.1,0.1836734693877551,0.8163265306122449,175.19999999999993,0.7550678037187195,Low Risk,0.1959252147664601
C00982,57,46,11,797.1,632.3,0.1929824561403508,0.8070175438596491,164.80000000000007,0.7932505331827875,Low Risk,0.1957358582757232
C00511,41,33,8,573.2,459.6,0.1951219512195122,0.8048780487804879,113.60000000000008,0.8018143754361479,Low Risk,0.1957346858883801
C01018,42,34,8,589.1,468.2,0.1904761904761904,0.8095238095238095,120.90000000000003,0.7947716856221354,Low Risk,0.1934266152565253
C00106,43,35,8,611.2,476.4,0.1860465116279069,0.813953488372093,134.80000000000007,0.7794502617801046,Low Risk,0.1929471569463046
C00668,42,34,8,579.1,461.7,0.1904761904761904,0.8095238095238095,117.40000000000003,0.7972716283888792,Low Risk,0.1929266267031765
C00287,49,40,9,697.3,537.2,0.1836734693877551,0.8163265306122449,160.0999999999999,0.7704001147282376,Low Risk,0.1928587525645565
C00502,37,30,7,519.3,411.9,0.1891891891891892,0.8108108108108109,107.39999999999998,0.7931831311380705,Low Risk,0.1927147251237372
C00185,43,35,8,635.3,496.3,0.1860465116279069,0.813953488372093,138.99999999999994,0.7812057295765781,Low Risk,0.1925960633870099
C00135,43,35,8,552.7,433.1,0.1860465116279069,0.813953488372093,119.60000000000002,0.7836077438031481,Low Risk,0.1921156605416959
C01183,38,31,7,495.3,384.6,0.1842105263157894,0.8157894736842105,110.7,0.7764990914597214,Low Risk,0.1920686027606873
C00890,41,33,8,564.6,463.2,0.1951219512195122,0.8048780487804879,101.40000000000003,0.820403825717322,Low Risk,0.1920167958321453
C00440,32,26,6,428.7,339.2,0.1875,0.8125,89.5,0.7912292978773035,Low Risk,0.1917541404245393
C01149,37,30,7,563.5,450.1,0.1891891891891892,0.8108108108108109,113.39999999999998,0.7987577639751553,Low Risk,0.1915997985563202
C00315,33,27,6,424.1,326.3,0.1818181818181818,0.8181818181818182,97.8,0.7693940108464985,Low Risk,0.1915757432852457
C00546,32,26,6,454.0,362.1,0.1875,0.8125,91.89999999999998,0.7975770925110133,Low Risk,0.1904845814977973
C00611,37,30,7,493.6,398.0,0.1891891891891892,0.8108108108108109,95.60000000000002,0.806320907617504,Low Risk,0.1900871698278505
C00499,32,26,6,449.9,359.9,0.1875,0.8125,90.0,0.799955545676817,Low Risk,0.1900088908646366
C00439,38,31,7,541.4,426.1,0.1842105263157894,0.8157894736842105,115.29999999999995,0.7870336165496861,Low Risk,0.1899616977426944
C00986,48,39,9,682.9,547.4,0.1875,0.8125,135.5,0.8015814907014204,Low Risk,0.1896837018597159
C00184,49,40,9,712.9,560.7,0.1836734693877551,0.8163265306122449,152.19999999999993,0.7865058212933091,Low Risk,0.1896376112515422
C00528,44,36,8,652.8,508.6,0.1818181818181818,0.8181818181818182,144.19999999999993,0.7791053921568628,Low Risk,0.1896334670231728
C00151,37,30,7,544.2,440.4,0.1891891891891892,0.8108108108108109,103.80000000000008,0.8092613009922821,Low Risk,0.1894990911528949
C00162,32,26,6,455.4,366.0,0.1875,0.8125,89.40000000000003,0.8036890645586298,Low Risk,0.189262187088274
C00238,32,26,6,471.1,378.9,0.1875,0.8125,92.20000000000005,0.8042878369772871,Low Risk,0.1891424326045425
C00735,44,36,8,560.7,440.3,0.1818181818181818,0.8181818181818182,120.40000000000003,0.7852684144818975,Low Risk,0.1884008625581659
C01020,42,34,8,630.7,517.4,0.1904761904761904,0.8095238095238095,113.30000000000008,0.82035833201205,Low Risk,0.1883092859785423
C00585,39,32,7,531.8,413.5,0.1794871794871795,0.8205128205128205,118.29999999999995,0.7775479503572772,Low Risk,0.1880801535182881
C00078,45,37,8,603.2,468.6,0.1777777777777777,0.8222222222222222,134.60000000000008,0.7768567639257293,Low Risk,0.1868508694370763
C00749,44,36,8,593.7,471.4,0.1818181818181818,0.8181818181818182,122.30000000000008,0.7940037055752063,Low Risk,0.1866538043395041
C00958,38,31,7,545.5,440.0,0.1842105263157894,0.8157894736842105,105.5,0.8065994500458296,Low Risk,0.1860485310434657
C00889,38,31,7,504.8,407.2,0.1842105263157894,0.8157894736842105,97.60000000000002,0.8066561014263074,Low Risk,0.1860372007673701
C01157,50,41,9,727.7,578.0,0.18,0.82,149.70000000000005,0.7942833585268654,Low Risk,0.1851433282946269
C00170,34,28,6,450.8,352.2,0.1764705882352941,0.8235294117647058,98.60000000000002,0.7812777284826974,Low Risk,0.1849209248916958
C00154,44,36,8,622.6,502.8,0.1818181818181818,0.8181818181818182,119.8,0.8075811114680372,Low Risk,0.183938323160938
C00558,39,32,7,551.4,441.5,0.1794871794871795,0.8205128205128205,109.89999999999998,0.8006891548784911,Low Risk,0.1834519126140454
C00819,39,32,7,550.5,446.4,0.1794871794871795,0.8205128205128205,104.10000000000002,0.8108991825613079,Low Risk,0.181409907077482
C00738,34,28,6,456.5,365.3,0.1764705882352941,0.8235294117647058,91.2,0.8002190580503834,Low Risk,0.1811326589781586
C00168,47,39,8,624.5,484.6,0.1702127659574468,0.8297872340425532,139.89999999999998,0.7759807846277021,Low Risk,0.180974055840417
C00323,45,37,8,625.5,506.0,0.1777777777777777,0.8222222222222222,119.5,0.8089528377298162,Low Risk,0.180431654676259
C00127,40,33,7,567.1,453.9,0.175,0.825,113.2,0.8003879386351613,Low Risk,0.1799224122729677
C01121,34,28,6,466.0,375.8,0.1764705882352941,0.8235294117647058,90.2,0.8064377682403434,Low Risk,0.1798889169401666
C00192,39,32,7,540.5,442.7,0.1794871794871795,0.8205128205128205,97.8,0.8190564292321924,Low Risk,0.1797784577433051
C01089,41,34,7,586.0,462.3,0.1707317073170731,0.8292682926829268,123.7,0.7889078498293516,Low Risk,0.1788037958877882
C00732,46,38,8,681.2,546.3,0.1739130434782608,0.8260869565217391,134.9000000000001,0.8019671168526129,Low Risk,0.1787370114120861
C01129,45,37,8,655.3,539.1,0.1777777777777777,0.8222222222222222,116.19999999999992,0.8226766366549673,Low Risk,0.1776868948912288
C00736,40,33,7,579.5,471.0,0.175,0.825,108.5,0.8127696289905091,Low Risk,0.1774460742018982
C00305,36,30,6,469.1,368.1,0.1666666666666666,0.8333333333333334,101.0,0.7846940950756769,Low Risk,0.1763945143181979
C00382,36,30,6,494.0,387.7,0.1666666666666666,0.8333333333333334,106.3,0.7848178137651821,Low Risk,0.1763697705802968
C01081,35,29,6,515.3,414.5,0.1714285714285714,0.8285714285714286,100.79999999999995,0.8043857946827092,Low Risk,0.1762656982063152
C00945,47,39,8,713.1,576.3,0.1702127659574468,0.8297872340425532,136.80000000000007,0.808161548169962,Low Risk,0.174537903131965
C00094,49,41,8,704.4,549.9,0.1632653061224489,0.8367346938775511,154.5,0.780664395229983,Low Risk,0.1744793658519625
C00823,42,35,7,559.2,444.7,0.1666666666666666,0.8333333333333334,114.50000000000006,0.7952432045779685,Low Risk,0.1742846924177396
C00291,41,34,7,549.0,447.1,0.1707317073170731,0.8292682926829268,101.89999999999998,0.8143897996357014,Low Risk,0.1737074059265183
C00815,41,34,7,533.5,436.1,0.1707317073170731,0.8292682926829268,97.39999999999998,0.817432052483599,Low Risk,0.1730989553569387
C01127,54,45,9,763.6,620.0,0.1666666666666666,0.8333333333333334,143.60000000000002,0.8119434258774227,Low Risk,0.1709446481578487
C00859,37,31,6,476.3,382.9,0.1621621621621621,0.8378378378378378,93.40000000000003,0.8039051018265798,Low Risk,0.1689487093644137
C01182,50,42,8,711.0,566.0,0.16,0.84,145.0,0.7960618846694796,Low Risk,0.1687876230661041
C00684,36,30,6,523.4,431.4,0.1666666666666666,0.8333333333333334,92.0,0.8242262132212457,Low Risk,0.1684880906890841
C00328,53,44,9,755.5,632.6,0.1698113207547169,0.8301886792452831,122.89999999999998,0.8373262739907347,Low Risk,0.1683838018056266
C00750,35,29,6,434.7,367.2,0.1714285714285714,0.8285714285714286,67.5,0.84472049689441,Low Risk,0.1681987577639751
C01021,37,31,6,525.4,424.6,0.1621621621621621,0.8378378378378378,100.79999999999995,0.8081461743433576,Low Risk,0.1681004948610582
C00883,54,45,9,768.6,635.7,0.1666666666666666,0.8333333333333334,132.89999999999998,0.827088212334114,Low Risk,0.1679156908665105
C00112,43,36,7,581.7,473.2,0.1627906976744186,0.8372093023255814,108.50000000000006,0.8134777376654632,Low Risk,0.1675370106064422
C00495,49,41,8,666.3,544.8,0.1632653061224489,0.8367346938775511,121.5,0.8176497073390364,Low Risk,0.1670823034301519
C00581,33,28,5,430.4,331.90000000000003,0.1515151515151515,0.8484848484848485,98.49999999999994,0.77114312267658,Low Risk,0.1669834966768052
C01144,55,46,9,726.6,595.6,0.1636363636363636,0.8363636363636363,131.0,0.8197082301128544,Low Risk,0.16696744488652
C00177,43,36,7,615.9,503.2,0.1627906976744186,0.8372093023255814,112.7,0.8170157493099529,Low Risk,0.1668294082775443
C00081,43,36,7,562.4,459.8,0.1627906976744186,0.8372093023255814,102.59999999999997,0.8175675675675677,Low Risk,0.1667190446260213
C00255,44,37,7,578.4,464.5,0.1590909090909091,0.8409090909090909,113.89999999999998,0.8030774550484094,Low Risk,0.1666572362630453
C01168,37,31,6,515.5,420.7,0.1621621621621621,0.8378378378378378,94.8,0.8161008729388942,Low Risk,0.1665095551419509
C00278,35,29,6,492.4,420.1,0.1714285714285714,0.8285714285714286,72.29999999999995,0.8531681559707556,Low Risk,0.166509225948706
C01158,50,42,8,733.0,594.8,0.16,0.84,138.20000000000005,0.8114597544338334,Low Risk,0.1657080491132333
C00579,31,26,5,460.8,376.3,0.1612903225806451,0.8387096774193549,84.5,0.8166232638888888,Low Risk,0.1657076052867383
C00659,43,36,7,593.0,487.9,0.1627906976744186,0.8372093023255814,105.10000000000002,0.8227655986509275,Low Risk,0.1656794384093494
C00326,56,47,9,813.8,666.1,0.1607142857142857,0.8392857142857143,147.69999999999993,0.8185057753747851,Low Risk,0.1648702734964715
C00633,43,36,7,590.0,487.9,0.1627906976744186,0.8372093023255814,102.09999999999997,0.8269491525423729,Low Risk,0.1648427276310603
C00048,32,27,5,482.9,387.6,0.15625,0.84375,95.29999999999995,0.8026506523089667,Low Risk,0.1644698695382066
C00176,44,37,7,639.1,520.4,0.1590909090909091,0.8409090909090909,118.70000000000005,0.8142700672821154,Low Risk,0.1644187138163041
C00835,33,28,5,478.3,375.1,0.1515151515151515,0.8484848484848485,103.2,0.7842358352498432,Low Risk,0.1643649541621525
C00844,37,31,6,526.4,435.6,0.1621621621621621,0.8378378378378378,90.79999999999995,0.8275075987841946,Low Risk,0.1642282099728908
C01022,45,38,7,577.7,464.2,0.1555555555555555,0.8444444444444444,113.50000000000006,0.8035312445906179,Low Risk,0.1637381955263208
C01174,44,37,7,649.0,536.8,0.1590909090909091,0.8409090909090909,112.20000000000005,0.8271186440677966,Low Risk,0.1618489984591679
C00504,44,37,7,615.1,510.2,0.1590909090909091,0.8409090909090909,104.90000000000003,0.8294586246138839,Low Risk,0.1613810023499504
C00956,45,38,7,648.6,530.0,0.1555555555555555,0.8444444444444444,118.60000000000002,0.8171446191797718,Low Risk,0.1610155206084901
C00474,38,32,6,503.0,416.1,0.1578947368421052,0.8421052631578947,86.89999999999998,0.8272365805168986,Low Risk,0.1608684733703045
C00258,46,39,7,631.9,510.7,0.1521739130434782,0.8478260869565217,121.2,0.8081974996043678,Low Risk,0.160099630513909
C00429,39,33,6,554.4,453.2,0.1538461538461538,0.8461538461538461,101.2,0.8174603174603174,Low Risk,0.1595848595848596
C00461,52,44,8,701.8,573.9,0.1538461538461538,0.8461538461538461,127.89999999999998,0.8177543459675122,Low Risk,0.1595260538834206
C00264,47,40,7,635.9,509.0,0.1489361702127659,0.851063829787234,126.89999999999998,0.800440320805158,Low Risk,0.1590608720091811
C00371,39,33,6,555.2,456.5,0.1538461538461538,0.8461538461538461,98.70000000000005,0.8222262247838616,Low Risk,0.1586316781201507
C00130,32,27,5,468.7,390.5,0.15625,0.84375,78.19999999999999,0.8331555365905697,Low Risk,0.158368892681886
C00398,41,35,6,626.0,501.8,0.1463414634146341,0.8536585365853658,124.2,0.8015974440894569,Low Risk,0.1567536819138159
C00005,40,34,6,528.6,433.8,0.15,0.85,94.8,0.8206583427922814,Low Risk,0.1558683314415437
C00390,39,33,6,499.8,417.9,0.1538461538461538,0.8461538461538461,81.90000000000003,0.8361344537815125,Low Risk,0.1558500323206205
C00837,39,33,6,549.4,459.4,0.1538461538461538,0.8461538461538461,90.0,0.8361849290134692,Low Risk,0.1558399372742292
C00006,40,34,6,568.7,467.6,0.15,0.85,101.10000000000002,0.82222612976965,Low Risk,0.15555477404607
C01093,33,28,5,455.3,377.5,0.1515151515151515,0.8484848484848485,77.80000000000001,0.829123654733143,Low Risk,0.1553873902654926
C00396,39,33,6,566.4,481.1,0.1538461538461538,0.8461538461538461,85.29999999999995,0.8493997175141244,Low Risk,0.1531969795740982
C00452,47,40,7,627.2,523.0,0.1489361702127659,0.851063829787234,104.20000000000005,0.8338647959183673,Low Risk,0.1523759769865393
C01114,39,33,6,528.7,451.5,0.1538461538461538,0.8461538461538461,77.20000000000005,0.8539814639682238,Low Risk,0.1522806302832783
C00377,34,29,5,457.8,378.7,0.1470588235294117,0.8529411764705882,79.10000000000002,0.827217125382263,Low Risk,0.1522036337470768
C00388,46,39,7,661.2,561.7,0.1521739130434782,0.8478260869565217,99.5,0.8495160314579553,Low Risk,0.1518359241431915
C00877,41,35,6,536.2,444.0,0.1463414634146341,0.8536585365853658,92.20000000000005,0.8280492353599402,Low Risk,0.1514633236597192
C01085,46,39,7,625.6,533.6,0.1521739130434782,0.8478260869565217,92.0,0.8529411764705882,Low Risk,0.151150895140665
C00131,39,33,6,527.3,454.3,0.1538461538461538,0.8461538461538461,72.99999999999994,0.8615588848852647,Low Risk,0.1507651460998701
C00871,34,29,5,415.4,346.9,0.1470588235294117,0.8529411764705882,68.5,0.8350987000481463,Low Risk,0.1506273188139001
C00478,28,24,4,380.0,312.2,0.1428571428571428,0.8571428571428571,67.80000000000001,0.8215789473684211,Low Risk,0.1499699248120301
C00165,42,36,6,641.4,529.1,0.1428571428571428,0.8571428571428571,112.29999999999995,0.8249142500779545,Low Risk,0.1493028642701234
C00167,49,42,7,642.7,530.7,0.1428571428571428,0.8571428571428571,112.0,0.825735179710596,Low Risk,0.1491386783435951
C00850,47,40,7,682.1,581.5,0.1489361702127659,0.851063829787234,100.60000000000002,0.8525142940917754,Low Risk,0.1486460773518577
C01073,29,25,4,398.1,322.3,0.1379310344827586,0.8620689655172413,75.80000000000001,0.8095955790002511,Low Risk,0.1484257117861566
C00832,50,43,7,703.2,578.5,0.14,0.86,124.70000000000005,0.8226678043230944,Low Risk,0.1474664391353811
C00018,43,37,6,587.5,482.5,0.1395348837209302,0.8604651162790697,105.0,0.8212765957446808,Low Risk,0.147372587827808
C01016,36,31,5,477.5,392.5,0.1388888888888889,0.8611111111111112,85.0,0.8219895287958116,Low Risk,0.1467132053519488
C00395,41,35,6,544.2,464.4,0.1463414634146341,0.8536585365853658,79.80000000000007,0.8533627342888642,Low Risk,0.1464006238739344
C01064,42,36,6,612.3,514.2,0.1428571428571428,0.8571428571428571,98.09999999999992,0.8397844194022539,Low Risk,0.1463288304052635
C01092,40,34,6,585.7,509.2,0.15,0.85,76.50000000000006,0.8693870582209321,Low Risk,0.1461225883558135
C00754,43,37,6,540.7,447.5,0.1395348837209302,0.8604651162790697,93.20000000000005,0.8276308488995745,Low Risk,0.1461017371968292
C00471,43,37,6,563.1,466.5,0.1395348837209302,0.8604651162790697,96.60000000000002,0.8284496537027171,Low Risk,0.1459379762362007
C00011,42,36,6,570.9,480.6,0.1428571428571428,0.8571428571428571,90.29999999999995,0.8418286915396743,Low Risk,0.1459199759777794
C01097,41,35,6,599.7,513.5,0.1463414634146341,0.8536585365853658,86.20000000000005,0.856261464065366,Low Risk,0.1458208779186341
C00715,58,50,8,785.6,647.2,0.1379310344827586,0.8620689655172413,138.39999999999998,0.8238289205702648,Low Risk,0.1455790434721539
C00424,57,49,8,809.6,674.9,0.1403508771929824,0.8596491228070176,134.70000000000005,0.8336215415019762,Low Risk,0.1455563934539907
C00518,43,37,6,601.2,499.7,0.1395348837209302,0.8604651162790697,101.50000000000006,0.831170991350632,Low Risk,0.1453937087066177
C00202,56,48,8,781.9,661.2,0.1428571428571428,0.8571428571428571,120.69999999999992,0.8456324338150659,Low Risk,0.1451592275227011
C00740,35,30,5,515.4,443.1,0.1428571428571428,0.8571428571428571,72.29999999999995,0.8597206053550641,Low Risk,0.1423415932147014
C01105,36,31,5,516.5,436.8,0.1388888888888889,0.8611111111111112,79.69999999999999,0.8456921587608907,Low Risk,0.1419726793589329
C00920,50,43,7,681.8,582.3,0.14,0.86,99.5,0.8540627750073335,Low Risk,0.1411874449985333
C00989,44,38,6,593.7,501.0,0.1363636363636363,0.8636363636363636,92.70000000000005,0.8438605356240525,Low Risk,0.1403188019660985
C00842,36,31,5,557.6,477.3,0.1388888888888889,0.8611111111111112,80.30000000000001,0.8559899569583931,Low Risk,0.1399131197194325
C00027,37,32,5,510.1,429.3,0.1351351351351351,0.8648648648648649,80.80000000000001,0.8415996863360126,Low Risk,0.1397881708409055
C00501,37,32,5,520.2,439.0,0.1351351351351351,0.8648648648648649,81.20000000000005,0.8439061899269511,Low Risk,0.1393268701227178
C00664,43,37,6,638.5,550.4,0.1395348837209302,0.8604651162790697,88.10000000000002,0.8620203602192639,Low Risk,0.1392238349328914
C00146,44,38,6,607.0,515.8,0.1363636363636363,0.8636363636363636,91.20000000000005,0.8497528830313014,Low Risk,0.1391403324846488
C00344,36,31,5,544.7,469.6,0.1388888888888889,0.8611111111111112,75.10000000000002,0.8621259408848907,Low Risk,0.1386859229341329
C00707,38,33,5,526.7,442.0,0.131578947368421,0.868421052631579,84.70000000000005,0.8391873932029618,Low Risk,0.1374256792541444
C01008,53,46,7,732.9,619.5,0.1320754716981132,0.8679245283018868,113.39999999999998,0.8452722063037249,Low Risk,0.1366059360977455
C00895,47,41,6,677.6,565.3,0.1276595744680851,0.8723404255319149,112.30000000000008,0.83426800472255,Low Risk,0.135274058629958
C00669,23,20,3,315.8,267.3,0.1304347826086956,0.8695652173913043,48.5,0.8464217859404687,Low Risk,0.1350634688988627
C00014,24,21,3,343.5,284.0,0.125,0.875,59.5,0.826783114992722,Low Risk,0.1346433770014556
C00181,54,47,7,776.1,659.6,0.1296296296296296,0.8703703703703703,116.5,0.8498904780311816,Low Risk,0.1337256080974674
C00402,38,33,5,526.7,451.8,0.131578947368421,0.868421052631579,74.90000000000003,0.8577938105183216,Low Risk,0.1337043957910725
C00118,37,32,5,529.9,462.2,0.1351351351351351,0.8648648648648649,67.69999999999999,0.8722400452915645,Low Risk,0.1336600990497952
C00763,39,34,5,538.7,456.2,0.1282051282051282,0.8717948717948718,82.50000000000006,0.846853536291071,Low Risk,0.1331933953058883
C01077,46,40,6,606.7,519.8,0.1304347826086956,0.8695652173913043,86.90000000000009,0.8567661117521014,Low Risk,0.1329946037365362
C00976,47,41,6,659.7,558.5,0.1276595744680851,0.8723404255319149,101.20000000000005,0.8465969380021221,Low Risk,0.1328082719740436
C00416,53,46,7,734.8,635.1,0.1320754716981132,0.8679245283018868,99.69999999999992,0.8643168209036474,Low Risk,0.132797013177761
C01084,39,34,5,518.4,441.8,0.1282051282051282,0.8717948717948718,76.59999999999997,0.8522376543209877,Low Risk,0.132116571699905
C00099,31,27,4,448.1,383.5,0.1290322580645161,0.8709677419354839,64.60000000000002,0.855835750948449,Low Risk,0.1320586562619231
C00497,40,35,5,550.5,462.6,0.125,0.875,87.89999999999998,0.8403269754768393,Low Risk,0.1319346049046321
C00003,38,33,5,549.3,477.3,0.131578947368421,0.868421052631579,71.99999999999994,0.8689240851993447,Low Risk,0.1314783408548679
C00301,39,34,5,533.7,456.6,0.1282051282051282,0.8717948717948718,77.10000000000002,0.8555368184373243,Low Risk,0.1314567388766377
C00589,49,43,6,695.4,579.4,0.1224489795918367,0.8775510204081632,116.0,0.8331895312050618,Low Risk,0.131321277432457
C00160,32,28,4,496.1,420.0,0.125,0.875,76.10000000000002,0.8466035073573875,Low Risk,0.1306792985285225
C00053,40,35,5,519.0,442.4,0.125,0.875,76.60000000000002,0.8524084778420038,Low Risk,0.1295183044315992
C01033,41,36,5,600.5,505.0,0.1219512195121951,0.8780487804878049,95.5,0.8409658617818485,Low Risk,0.1293678032533864
C00521,48,42,6,698.5,597.3,0.125,0.875,101.20000000000005,0.8551181102362204,Low Risk,0.1289763779527559
C00663,39,34,5,559.0,485.6,0.1282051282051282,0.8717948717948718,73.39999999999998,0.8686940966010734,Low Risk,0.1288252832438878
C01107,33,29,4,510.6,429.5,0.1212121212121212,0.8787878787878788,81.10000000000002,0.8411672542107325,Low Risk,0.1287362461275504
C00444,56,49,7,784.4,672.3,0.125,0.875,112.10000000000002,0.8570882202957675,Low Risk,0.1285823559408465
C00737,41,36,5,563.7,476.5,0.1219512195121951,0.8780487804878049,87.20000000000005,0.8453077878304062,Low Risk,0.1284994180436748
C01009,40,35,5,586.4,503.2,0.125,0.875,83.19999999999999,0.8581173260572987,Low Risk,0.1283765347885402
C00725,39,34,5,540.3,470.6,0.1282051282051282,0.8717948717948718,69.69999999999993,0.8709975939292987,Low Risk,0.1283645837782428
C00559,34,30,4,520.6,434.9,0.1176470588235294,0.8823529411764706,85.69999999999999,0.8353822512485594,Low Risk,0.1270411968091116
C00995,41,36,5,595.9,508.4,0.1219512195121951,0.8780487804878049,87.5,0.8531632824299379,Low Risk,0.1269283191237685
C00411,40,35,5,561.0,486.6,0.125,0.875,74.40000000000003,0.867379679144385,Low Risk,0.126524064171123
C00717,40,35,5,512.8,446.0,0.125,0.875,66.79999999999995,0.8697347893915758,Low Risk,0.1260530421216848
C00442,49,43,6,714.6999999999999,616.9,0.1224489795918367,0.8775510204081632,97.79999999999995,0.8631593675668113,Low Risk,0.1253273101601071
C01153,34,30,4,457.4,386.8,0.1176470588235294,0.8823529411764706,70.59999999999997,0.8456493222562309,Low Risk,0.1249877826075773
C00290,50,44,6,692.9,595.3,0.12,0.88,97.60000000000002,0.8591427334391687,Low Risk,0.1241714533121662
C00432,35,31,4,482.8,404.1,0.1142857142857142,0.8857142857142857,78.69999999999999,0.8369925434962717,Low Risk,0.1240300627293171
C00607,48,42,6,635.6,559.7,0.125,0.875,75.89999999999998,0.88058527375708,Low Risk,0.123882945248584
C00812,41,36,5,613.6,534.2,0.1219512195121951,0.8780487804878049,79.39999999999998,0.8705997392438071,Low Risk,0.1234410277609946
C00505,42,37,5,595.0,513.0,0.119047619047619,0.8809523809523809,82.0,0.8621848739495799,Low Risk,0.1228011204481792
